id,last_scraped,description,neighborhood_overview,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,calendar_updated,has_availability,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,reviews_per_month
7007117,28/09/2025,"Lovely bedroom is for female guest only in North Cambridge residential neighborhood. Only 5-minute walk to Alewife red line T-stop, 15 minute walk to Fresh Pond, Davis and Porter Sq for shopping, restaurants, clubs, and cinema. Easy access to Harvard, MIT, and Boston. The Blue bike share station is also conveniently located next to Alewife Station. A safe biking path takes you to Harvard, MIT and Boston or in the other direction to Arlington, Lexington and Concord.","If you've never been to Cambridge, you will probably find it a very unique. The house is in a quiet residential area but you will have easy access to a trendy Davis Square (with great cafes, restaurants, theater), popular Harvard Square, beautiful bike path, jazz clubs and many other interesting venues.",21745230,24/09/2014,within an hour,100%,97%,t,North Cambridge,42.39479,-71.13499,Private room in rental unit,Private room,1,1,1 shared bath,1,1,"[""Conditioner"", ""TV with standard cable"", ""Clothing storage: closet"", ""Air conditioning"", ""Coffee"", ""Dryer"", ""Hangers"", ""Heating"", ""First aid kit"", ""Books and reading material"", ""Extra pillows and blankets"", ""Essentials"", ""Electric stove"", ""Wifi"", ""Fire extinguisher"", ""Dining table"", ""Oven"", ""Body soap"", ""Hot water kettle"", ""Keypad"", ""Dishes and silverware"", ""Wine glasses"", ""Microwave"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Drying rack for clothing"", ""Hot water"", ""Baking sheet"", ""Hair dryer"", ""Iron"", ""Coffee maker: drip coffee maker, french press"", ""Refrigerator"", ""Dedicated workspace"", ""Kitchen"", ""Self check-in"", ""Toaster"", ""Blender"", ""Exterior security cameras on property"", ""Dishwasher"", ""Room-darkening shades"", ""Freezer"", ""Smoke alarm"", ""Lock on bedroom door"", ""Cleaning products"", ""Shower gel"", ""Washer"", ""Bathtub""]",$83.00,1,730,,t,129,4.92,4.91,4.98,4.96,4.93,4.92,4.86,STR-13517,f,7,2,5,1.04
7080737,28/09/2025,"Literally Steps to Harvard :). Walk to MIT<br />Boston Logan Airport is an easy commute via train in 20 minutes. <br />3 minutes walk from grocery. Broadway Market. Bring your walking shoes. <br /><br />NOTE: We have 2 units with same layout but diff decor in the same building. We do not know which private room we will be placing you in and you should be okay with it. If you have question, pls ask before you book. <br /><br />Clean ""pvt"" bedroom in a 2 bedroom apartment. Shared bath. Quiet, low key, friendly guest.","You can't beat this lovely neighborhood. You are in the heart of harvard square, cafes, restaurants, a full grocery store (Broadway Market). <br />You are literally across from Harvard Yard. Harvard Faculty Club, Walk to Harvard Square in 3 minutes. Getting to MIT (you can either walk or take bus or take train). You are staying at a location where options for commute is pretty much endless. Its phenomenal.",3668535,25/09/2012,within an hour,100%,93%,t,Mid-Cambridge,42.37114,-71.11399,Private room in rental unit,Private room,1,1,1 shared bath,1,1,"[""TV with standard cable"", ""Air conditioning"", ""Paid parking on premises"", ""Dryer"", ""Hangers"", ""Heating"", ""Lockbox"", ""Extra pillows and blankets"", ""Children\u2019s dinnerware"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Oven"", ""Body soap"", ""Paid parking off premises"", ""Dishes and silverware"", ""Coffee maker"", ""Microwave"", ""Elevator"", ""Pack \u2019n play/Travel crib"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Refrigerator"", ""Dedicated workspace"", ""Kitchen"", ""Self check-in"", ""Children\u2019s books and toys"", ""Gym"", ""Dishwasher"", ""Room-darkening shades"", ""Stove"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Washer"", ""Bathtub""]",$259.00,30,730,,t,34,4.85,4.76,4.97,4.88,4.97,5,4.65,C0191060491,f,4,3,1,0.27
7084689,28/09/2025,"Can't beat this location! Two blocks from Central square T station and easy access to everything: restaurants, supermarket, post office, banks, etc. Walking distance to Harvard and MIT. Quiet and safe neighborhood. Professionally managed building.",,25012699,19/12/2014,within an hour,100%,64%,t,Mid-Cambridge,42.36848,-71.10394,Private room in condo,Private room,1,,1.5 shared baths,,,"[""Host greets you"", ""Hangers"", ""First aid kit"", ""Extra pillows and blankets"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Oven"", ""Paid washer \u2013 In building"", ""Dishes and silverware"", ""Coffee maker"", ""Microwave"", ""Elevator"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bed linens"", ""TV with Amazon Prime Video, Netflix"", ""Shampoo"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Ethernet connection"", ""Refrigerator"", ""Dedicated workspace"", ""Kitchen"", ""Exterior security cameras on property"", ""Portable air conditioning"", ""Dishwasher"", ""Stove"", ""Paid dryer \u2013 In building"", ""Smoke alarm"", ""Heating""]",,5,61,,t,18,4.94,4.94,5,4.71,4.82,5,4.82,STR-13696,f,2,0,2,0.15
7094503,28/09/2025,"All natural wood, great light. Clean and airy, air conditioned with wifi. The room has a desk and chair serving for a comfortable work space and accommodates one person. Please know that there is a second bedroom that accommodates one or two persons and when there are guest/s in that room the bathroom is shared with them.<br /><br />Please note this is a bedroom in my home. It is not a hotel; I do my best to accommodate a guest’s request. I do request guests to be considerate when using shared bathroom.","I am a few minutes walk from Inman square; harvard square is a 15 minute walk and central square between 10-12 minutes.<br />there are many restaurants within walking distance. Walgreens is a stone’s throw, Whole Foods is less than five minutes away.",34862036,02/06/2015,within a day,100%,83%,t,Mid-Cambridge,42.37283,-71.10458,Private room in rental unit,Private room,1,1,1 shared bath,1,1,"[""Air conditioning"", ""Host greets you"", ""Hangers"", ""First aid kit"", ""Bathtub"", ""Extra pillows and blankets"", ""Essentials"", ""Wifi"", ""Portable fans"", ""Carbon monoxide alarm"", ""T joes shampoo"", ""Bed linens"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Clothing storage: dresser"", ""Dedicated workspace"", ""Free street parking"", ""Tjoes  conditioner"", ""Smoke alarm"", ""Lock on bedroom door"", ""Luggage dropoff allowed"", ""Shower gel"", ""Bosch  refrigerator"", ""Heating""]",$104.00,2,7,,t,311,4.94,4.94,4.94,4.95,4.97,4.92,4.82,,f,1,0,1,2.5
7401198,28/09/2025,"As longtime Cambridge residents (Poppy, a retired educator & Marshall, a university administrator), we look forward to sharing our love of this area. Ours is an ideal location for sightseeing, college visits, conferences, cultural happenings and more!",Our neighborhood is tucked between Central Square and the Charles River.  There is a beautifully landscaped and newly renovated park and play area next door. We are walking distance to MIT and slightly longer walking distance to Harvard and Boston Universities. Numerous pharmaceutical companies are also a short walk away here in Cambridgeport.,90117,08/03/2010,within an hour,100%,33%,f,Cambridgeport,42.35647,-71.10564,Private room in home,Private room,2,1,1 private bath,1,1,"[""Air conditioning"", ""Host greets you"", ""Outdoor dining area"", ""Hangers"", ""Outdoor furniture"", ""Breakfast"", ""Extra pillows and blankets"", ""Essentials"", ""Wifi"", ""BBQ grill"", ""Fire extinguisher"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Bed linens"", ""Hot water"", ""Hair dryer"", ""Free street parking"", ""Smoke alarm"", ""Heating""]",$113.00,2,1125,,t,72,4.94,4.96,4.94,4.99,5,4.89,4.9,,f,1,0,1,0.59
7415807,28/09/2025,"Rare single family in Cambridge, MA only rented twice a year!  Three levels of historic and chic living: 2700sf.  Family and dog friendly with stunning private, fenced, grassy and professionally landscaped backyard and pool with 6 min walk to T public trans (10 min T or 5-10 min Uber to Harvard; 25m T to downtown Boston). Walk to restaurants of vibrant Porter and Davis Squares or lovely parks.  Quiet, low-traffic street in safe and friendly neighborhood.  Private driveway. ""Green"" features.","The North Cambridge neighborhood is the hidden gem of Cambridge.  Super-convenient ""T"" access.  Sports fields, playgrounds and multiple dog parks right around the corner.  Bike trail is about 5 minutes away.  Beautiful Fresh Pond and Danehy Park are very close by.  Many restaurants are within a short walk -- including two of greater Boston's highest rated restaurants (Table at Season to Taste and Urban Hearth).  Great casual restaurants in walking distance too--coffee shop, Mexican, Greek and others.  And then within a 15-20m walk are Davis and Porter Squares, with countless restaurants and bars.  Harvard Square is just slightly further (8 min Uber)  Above all, neighborhood is safe and family-friendly -- really nothing left to be desired!",4792976,21/01/2013,within an hour,100%,78%,f,North Cambridge,42.3959,-71.13225,Entire home,Entire home/apt,9,,2 baths,4,,"[""Pets allowed"", ""TV"", ""Children\u2019s bikes"", ""Outdoor dining area"", ""Dryer"", ""Hangers"", ""Heating"", ""First aid kit"", ""Outdoor furniture"", ""Bikes"", ""Books and reading material"", ""Extra pillows and blankets"", ""Essentials"", ""Laundromat nearby"", ""Wifi"", ""Dining table"", ""BBQ grill"", ""Mini fridge"", ""Oven"", ""Private patio or balcony"", ""Hot water kettle"", ""Keypad"", ""Dishes and silverware"", ""Coffee maker"", ""Wine glasses"", ""Microwave"", ""Children's playroom"", ""Pack \u2019n play/Travel crib"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Babysitter recommendations"", ""Bed linens"", ""Hot water"", ""Baking sheet"", ""Hair dryer"", ""Iron"", ""Exercise equipment: free weights, yoga mat, workout bench"", ""Refrigerator"", ""Dedicated workspace"", ""Kitchen"", ""Self check-in"", ""EV charger"", ""Toaster"", ""Children\u2019s books and toys"", ""Exterior security cameras on property"", ""Blender"", ""Free street parking"", ""Sun loungers"", ""Private backyard \u2013 Fully fenced"", ""Barbecue utensils"", ""Game console"", ""Piano"", ""Room-darkening shades"", ""AC - split type ductless system"", ""Dishwasher"", ""Stove"", ""Freezer"", ""Smoke alarm"", ""Private outdoor pool - available seasonally, open 24 hours, heated, pool cover, pool toys, saltwater"", ""Free parking on premises"", ""Cleaning products"", ""Luggage dropoff allowed"", ""Washer"", ""Private entrance"", ""Bathtub""]",,4,6,,t,8,5,4.88,4.88,5,5,5,4.88,C0144620491,f,1,1,0,0.09
7490808,28/09/2025,"Private room in a bright and spacious apa, les than 3 mins to T (lechmere, green line), and 10 mins to downtown, MIT and Harvard by T<br />Bathroom, kitchen and living room shared with 3 nice international student.<br />Amazing location!!! very close to the Startmarket and Galeria Mall",,26994991,31/01/2015,N/A,N/A,N/A,f,East Cambridge,42.37136,-71.08008,Private room in rental unit,Private room,1,,1 bath,,,[],,91,1125,,,1,5,5,5,5,5,5,5,,f,2,0,2,0.01
7508244,28/09/2025,"Private room in a bright and spacious apt, les than 3 mins to T (lechmere, green line), and 10 mins to downtown, MIT and Harvard by T<br />Bathroom, kitchen and living room shared with 3 nice international student.<br />Amazing location!!! very close to Startmarket and Galeria Mall",,26994991,31/01/2015,N/A,N/A,N/A,f,East Cambridge,42.37191,-71.08014,Private room in rental unit,Private room,1,,1 bath,,,"[""Kitchen"", ""Wifi"", ""Heating""]",,91,1125,,,2,5,4.5,5,5,4.5,5,4,,f,2,0,2,0.02
7729257,28/09/2025,"Beautifully decorated apartment on tree-lined street just outside Inman Square in Cambridge. <br />Located conveniently near the Cambridge Public Library, Harvard, MIT and many restaurants/cafes.<br />15 minute walk to Harvard and Central Square (redline).","Just outside Inman Square in a safe and tree-lined neighborhood, we are in walking distance to a number of great restaurants and cafes, independent grocery shops (and two Whole Foods), the beautiful Main Branch of the Cambridge Public Library, two pharmacies, a hospital, parks and playgrounds.",3402394,28/08/2012,within an hour,100%,100%,f,Mid-Cambridge,42.3751,-71.1059,Entire rental unit,Entire home/apt,2,1,1 bath,1,1,"[""Air conditioning"", ""Host greets you"", ""Hangers"", ""Extra pillows and blankets"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Dining table"", ""Oven"", ""Hot water kettle"", ""Dishes and silverware"", ""Wine glasses"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Clothing storage: wardrobe"", ""Long term stays allowed"", ""Refrigerator"", ""Dedicated workspace"", ""Kitchen"", ""Ceiling fan"", ""Exterior security cameras on property"", ""Room-darkening shades"", ""Stove"", ""Freezer"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Private entrance"", ""Heating""]",$150.00,31,125,,t,68,4.81,4.9,4.85,4.87,4.93,4.91,4.61,,f,2,2,0,0.55
7774831,28/09/2025,"Enjoy this beautiful room, which has a window view of the garden.  More than 25+ windows in house!  The location is very convenient to MIT and Harvard and also close proximity to Red Line Subway at Central Square and Bus lines on Broadway street (nearest intersection).  Nearby Park",,12576232,25/02/2014,within a day,80%,88%,,The Port,42.36898,-71.09753,Private room in home,Private room,1,2,2 shared baths,1,1,"[""TV"", ""Air conditioning"", ""Dryer"", ""Hangers"", ""Essentials"", ""Wifi"", ""Oven"", ""Dishes and silverware"", ""Microwave"", ""Carbon monoxide alarm"", ""Shampoo"", ""Long term stays allowed"", ""Refrigerator"", ""Kitchen"", ""Dishwasher"", ""Stove"", ""Freezer"", ""Smoke alarm"", ""Lock on bedroom door"", ""Backyard"", ""Washer"", ""Heating""]",$60.00,32,1125,,t,12,4.67,4.83,4.67,5,5,5,4.82,ROT-17388708-004,f,6,2,4,0.11
7872594,28/09/2025,This Mid-Cambridge cozy loft is part of a newly renovated carriage house on the property of a Victorian architecture home. Great walking location to Harvard University.  Perfect for Visiting Scholar! Fully furnished- just bring your toothbrush...,Location (within walking distance): <br />-Harvard Yard- 10 mins. <br />-Graduate of School of Design- 8 mins.<br />-Harvard Law- 10 mins. <br />-Science Center- 10 mins. <br />-The new Harvard Art Museums—three extraordinary museums under one glass roof-8 mins<br />-Harvard Sq.- 12 mins. <br />-Cambridge Main library- 5 minutes<br />-Inman Sq.- 5 mins. <br />-Central Sq- 15 mins.,40531643,04/08/2015,within a day,90%,81%,t,Mid-Cambridge,42.37346,-71.10526,Entire guest suite,Entire home/apt,2,1,1 bath,1,1,"[""Air conditioning"", ""Dryer"", ""Hangers"", ""Patio or balcony"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Oven"", ""Paid parking off premises"", ""Keypad"", ""Dishes and silverware"", ""Coffee maker"", ""Microwave"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bed linens"", ""Hot water"", ""Iron"", ""Long term stays allowed"", ""Refrigerator"", ""Dedicated workspace"", ""Kitchen"", ""Self check-in"", ""Stove"", ""Freezer"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Clothing storage: walk-in closet and dresser"", ""Washer"", ""Heating""]",$135.00,90,1124,,t,43,4.81,4.95,4.86,4.98,4.91,4.88,4.77,,f,5,5,0,0.35
